"GEOID","NAME","variable","estimate","moe","summary_est","summary_moe"
"06075012202","Census Tract 122.02, San Francisco County, California","B01001_001",3181,404,3181,404
"06075012301","Census Tract 123.01, San Francisco County, California","B01001_001",2117,358,2117,358
"06075012302","Census Tract 123.02, San Francisco County, California","B01001_001",2713,250,2713,250
"06075012401","Census Tract 124.01, San Francisco County, California","B01001_001",4667,451,4667,451
"06075012402","Census Tract 124.02, San Francisco County, California","B01001_001",4662,360,4662,360
"06075012501","Census Tract 125.01, San Francisco County, California","B01001_001",4293,599,4293,599
"06075012502","Census Tract 125.02, San Francisco County, California","B01001_001",3674,602,3674,602
"06075012601","Census Tract 126.01, San Francisco County, California","B01001_001",2516,207,2516,207
"06075012602","Census Tract 126.02, San Francisco County, California","B01001_001",2844,236,2844,236
"06075012700","Census Tract 127, San Francisco County, California","B01001_001",4092,326,4092,326
"06075012800","Census Tract 128, San Francisco County, California","B01001_001",4556,399,4556,399
"06075012901","Census Tract 129.01, San Francisco County, California","B01001_001",2783,219,2783,219
"06075012902","Census Tract 129.02, San Francisco County, California","B01001_001",3865,309,3865,309
"06075013000","Census Tract 130, San Francisco County, California","B01001_001",4719,368,4719,368
"06075013101","Census Tract 131.01, San Francisco County, California","B01001_001",4061,431,4061,431
"06075013102","Census Tract 131.02, San Francisco County, California","B01001_001",3012,265,3012,265
"06075013200","Census Tract 132, San Francisco County, California","B01001_001",4292,282,4292,282
"06075013300","Census Tract 133, San Francisco County, California","B01001_001",4634,310,4634,310
"06075013400","Census Tract 134, San Francisco County, California","B01001_001",3742,409,3742,409
"06075013500","Census Tract 135, San Francisco County, California","B01001_001",2606,218,2606,218
"06075015100","Census Tract 151, San Francisco County, California","B01001_001",2624,222,2624,222
"06075015200","Census Tract 152, San Francisco County, California","B01001_001",4277,384,4277,384
"06075015300","Census Tract 153, San Francisco County, California","B01001_001",2289,251,2289,251
"06075015400","Census Tract 154, San Francisco County, California","B01001_001",5951,420,5951,420
"06075015500","Census Tract 155, San Francisco County, California","B01001_001",3551,447,3551,447
"06075015600","Census Tract 156, San Francisco County, California","B01001_001",3506,377,3506,377
"06075015700","Census Tract 157, San Francisco County, California","B01001_001",8904,749,8904,749
"06075015801","Census Tract 158.01, San Francisco County, California","B01001_001",3837,271,3837,271
"06075015802","Census Tract 158.02, San Francisco County, California","B01001_001",3412,225,3412,225
"06075015900","Census Tract 159, San Francisco County, California","B01001_001",4832,493,4832,493
"06075016000","Census Tract 160, San Francisco County, California","B01001_001",2562,233,2562,233
"06075016100","Census Tract 161, San Francisco County, California","B01001_001",5340,559,5340,559
"06075016200","Census Tract 162, San Francisco County, California","B01001_001",3278,232,3278,232
"06075016300","Census Tract 163, San Francisco County, California","B01001_001",4658,356,4658,356
"06075016400","Census Tract 164, San Francisco County, California","B01001_001",4008,339,4008,339
"06075016500","Census Tract 165, San Francisco County, California","B01001_001",5267,537,5267,537
"06075016600","Census Tract 166, San Francisco County, California","B01001_001",5691,800,5691,800
"06075016700","Census Tract 167, San Francisco County, California","B01001_001",5376,380,5376,380
"06075016801","Census Tract 168.01, San Francisco County, California","B01001_001",4145,291,4145,291
"06075016802","Census Tract 168.02, San Francisco County, California","B01001_001",3622,319,3622,319
"06075016900","Census Tract 169, San Francisco County, California","B01001_001",3254,241,3254,241
"06075017000","Census Tract 170, San Francisco County, California","B01001_001",4287,256,4287,256
"06075017101","Census Tract 171.01, San Francisco County, California","B01001_001",4113,337,4113,337
"06075017102","Census Tract 171.02, San Francisco County, California","B01001_001",4095,354,4095,354
"06075017601","Census Tract 176.01, San Francisco County, California","B01001_001",10343,871,10343,871
"06075017700","Census Tract 177, San Francisco County, California","B01001_001",1915,152,1915,152
"06075017801","Census Tract 178.01, San Francisco County, California","B01001_001",3891,325,3891,325
"06075017802","Census Tract 178.02, San Francisco County, California","B01001_001",6367,663,6367,663
"06075017902","Census Tract 179.02, San Francisco County, California","B01001_001",3008,480,3008,480
"06075018000","Census Tract 180, San Francisco County, California","B01001_001",3457,388,3457,388
"06075020100","Census Tract 201, San Francisco County, California","B01001_001",6343,697,6343,697
"06075020200","Census Tract 202, San Francisco County, California","B01001_001",6131,496,6131,496
"06075020300","Census Tract 203, San Francisco County, California","B01001_001",3548,256,3548,256
"06075020401","Census Tract 204.01, San Francisco County, California","B01001_001",3176,207,3176,207
"06075020402","Census Tract 204.02, San Francisco County, California","B01001_001",4564,408,4564,408
"06075020500","Census Tract 205, San Francisco County, California","B01001_001",3046,272,3046,272
"06075020600","Census Tract 206, San Francisco County, California","B01001_001",5191,348,5191,348
"06075020700","Census Tract 207, San Francisco County, California","B01001_001",4793,561,4793,561
"06075020800","Census Tract 208, San Francisco County, California","B01001_001",6458,562,6458,562
"06075020900","Census Tract 209, San Francisco County, California","B01001_001",4597,312,4597,312
"06075021000","Census Tract 210, San Francisco County, California","B01001_001",4523,390,4523,390
"06075021100","Census Tract 211, San Francisco County, California","B01001_001",4080,287,4080,287
"06075021200","Census Tract 212, San Francisco County, California","B01001_001",3105,273,3105,273
"06075021300","Census Tract 213, San Francisco County, California","B01001_001",2590,193,2590,193
"06075021400","Census Tract 214, San Francisco County, California","B01001_001",3823,231,3823,231
"06075021500","Census Tract 215, San Francisco County, California","B01001_001",5674,392,5674,392
"06075021600","Census Tract 216, San Francisco County, California","B01001_001",4135,320,4135,320
"06075021700","Census Tract 217, San Francisco County, California","B01001_001",4556,316,4556,316
"06075021800","Census Tract 218, San Francisco County, California","B01001_001",4095,288,4095,288
"06075022600","Census Tract 226, San Francisco County, California","B01001_001",3213,248,3213,248
"06075022702","Census Tract 227.02, San Francisco County, California","B01001_001",2298,147,2298,147
"06075022704","Census Tract 227.04, San Francisco County, California","B01001_001",3367,255,3367,255
"06075022801","Census Tract 228.01, San Francisco County, California","B01001_001",5769,563,5769,563
"06075022802","Census Tract 228.02, San Francisco County, California","B01001_001",2438,258,2438,258
"06075022803","Census Tract 228.03, San Francisco County, California","B01001_001",5224,537,5224,537
"06075022901","Census Tract 229.01, San Francisco County, California","B01001_001",4856,406,4856,406
"06075022902","Census Tract 229.02, San Francisco County, California","B01001_001",2483,237,2483,237
"06075022903","Census Tract 229.03, San Francisco County, California","B01001_001",3240,375,3240,375
"06075023001","Census Tract 230.01, San Francisco County, California","B01001_001",5398,666,5398,666
"06075023003","Census Tract 230.03, San Francisco County, California","B01001_001",4084,386,4084,386
"06075023102","Census Tract 231.02, San Francisco County, California","B01001_001",4549,464,4549,464
"06075023103","Census Tract 231.03, San Francisco County, California","B01001_001",2890,400,2890,400
"06075023200","Census Tract 232, San Francisco County, California","B01001_001",3972,562,3972,562
"06075023300","Census Tract 233, San Francisco County, California","B01001_001",3739,305,3739,305
"06075023400","Census Tract 234, San Francisco County, California","B01001_001",3661,531,3661,531
"06075025100","Census Tract 251, San Francisco County, California","B01001_001",3473,239,3473,239
"06075025200","Census Tract 252, San Francisco County, California","B01001_001",5256,364,5256,364
"06075025300","Census Tract 253, San Francisco County, California","B01001_001",4454,303,4454,303
"06075025401","Census Tract 254.01, San Francisco County, California","B01001_001",3775,280,3775,280
"06075025402","Census Tract 254.02, San Francisco County, California","B01001_001",3427,299,3427,299
"06075025403","Census Tract 254.03, San Francisco County, California","B01001_001",4782,494,4782,494
"06075025500","Census Tract 255, San Francisco County, California","B01001_001",9684,862,9684,862
"06075025600","Census Tract 256, San Francisco County, California","B01001_001",5314,447,5314,447
"06075025701","Census Tract 257.01, San Francisco County, California","B01001_001",5088,446,5088,446
"06075025702","Census Tract 257.02, San Francisco County, California","B01001_001",4401,364,4401,364
"06075025800","Census Tract 258, San Francisco County, California","B01001_001",2224,228,2224,228
"06075025900","Census Tract 259, San Francisco County, California","B01001_001",4618,439,4618,439
"06075026001","Census Tract 260.01, San Francisco County, California","B01001_001",5986,594,5986,594
"06075026002","Census Tract 260.02, San Francisco County, California","B01001_001",3644,375,3644,375
"06075026003","Census Tract 260.03, San Francisco County, California","B01001_001",5126,472,5126,472
"06075026004","Census Tract 260.04, San Francisco County, California","B01001_001",4649,672,4649,672
"06075026100","Census Tract 261, San Francisco County, California","B01001_001",7455,623,7455,623
"06075026200","Census Tract 262, San Francisco County, California","B01001_001",7903,574,7903,574
"06075026301","Census Tract 263.01, San Francisco County, California","B01001_001",5083,468,5083,468
"06075026302","Census Tract 263.02, San Francisco County, California","B01001_001",5255,517,5255,517
"06075026303","Census Tract 263.03, San Francisco County, California","B01001_001",4822,594,4822,594
"06075026401","Census Tract 264.01, San Francisco County, California","B01001_001",3738,434,3738,434
"06075026402","Census Tract 264.02, San Francisco County, California","B01001_001",5102,511,5102,511
"06075026403","Census Tract 264.03, San Francisco County, California","B01001_001",4082,384,4082,384
"06075026404","Census Tract 264.04, San Francisco County, California","B01001_001",2897,315,2897,315
"06075030101","Census Tract 301.01, San Francisco County, California","B01001_001",5048,456,5048,456
"06075030102","Census Tract 301.02, San Francisco County, California","B01001_001",5262,447,5262,447
